year,month,day,Bz_nT,sw_speed_km_s,sw_density_n_cc,Ap
2023,10,2,-4.1,378.0,4.991666666666667,8
2023,10,3,-6.4,373.0,6.912499999999999,6
2023,10,4,-5.7,412.0,5.858333333333334,10
2023,10,5,-6.7,486.0,4.595833333333334,15
2023,10,6,-1.6,471.0,8.316666666666666,7
2023,10,7,-4.6,387.0,4.2250000000000005,4
2023,10,8,-4.4,327.0,9.833333333333334,6
2023,10,9,-5.6,354.0,12.833333333333334,7
2023,10,10,-1.9,353.0,6.441666666666667,3
2023,10,11,-4.0,315.0,8.045833333333333,3
2023,10,12,-1.0,330.0,8.508333333333335,2
2023,10,13,-7.4,509.0,18.429166666666664,13
2023,10,14,-0.8,541.0,2.9249999999999994,6
2023,10,15,-1.1,475.0,2.5124999999999997,2
2023,10,16,-0.9,379.0,3.3541666666666674,2
2023,10,17,-1.2,332.0,5.754166666666667,1
2023,10,18,-7.9,434.0,11.104166666666666,8
2023,10,19,-4.9,395.0,5.508333333333333,8
2023,10,20,-7.5,373.0,10.054166666666669,6
2023,10,21,-9.2,341.0,11.699999999999998,21
2023,10,22,-6.7,346.0,9.162499999999998,7
2023,10,23,0.8,385.0,5.508333333333333,1
2023,10,24,-2.1,378.0,6.037499999999999,3
2023,10,25,-3.6,339.0,10.145833333333334,3
2023,10,26,-9.5,536.0,9.841666666666667,21
2023,10,27,-4.4,470.0,3.695833333333333,10
2023,10,28,-6.5,536.0,9.108333333333333,17
2023,10,29,-6.2,640.0,3.616666666666666,26
2023,10,30,-4.6,579.0,2.6,12
2023,10,31,-3.7,519.0,2.7583333333333333,7
2023,11,1,-3.4,478.0,2.3583333333333334,8
2023,11,2,-2.1,447.0,2.858333333333333,6
2023,11,3,-2.1,366.0,3.291666666666666,2
2023,11,4,-11.7,346.0,18.474999999999998,12
2023,11,5,-23.4,505.0,20.67916666666667,61
2023,11,6,-6.4,724.0,5.129166666666666,36
2023,11,7,-2.6,732.0,2.3583333333333334,18
2023,11,8,-1.0,735.0,3.264705882352941,15
2023,11,9,-2.7,703.0,2.1375000000000006,10
2023,11,10,-1.6,697.0,1.5416666666666667,8
2023,11,11,-1.1,565.0,1.7749999999999997,4
2023,11,12,-5.1,569.0,8.916666666666666,9
2023,11,13,-6.9,450.0,14.208333333333334,14
2023,11,14,-4.7,441.0,4.766666666666667,6
2023,11,15,-5.1,406.0,6.245833333333333,12
2023,11,16,-3.6,420.0,3.629166666666666,6
2023,11,17,-2.3,382.0,4.075,2
2023,11,18,-2.6,316.0,9.308333333333335,1
2023,11,19,-3.7,348.0,7.954166666666669,3
2023,11,20,-2.3,328.0,18.87083333333334,4
2023,11,21,-8.6,425.0,17.083333333333336,18
2023,11,22,-9.0,578.0,5.970833333333332,30
2023,11,23,-3.1,529.0,2.5291666666666663,6
2023,11,24,-5.4,424.0,5.812499999999999,7
2023,11,25,-8.6,597.0,9.720833333333333,37
2023,11,26,-2.8,585.0,3.274999999999999,9
2023,11,27,-3.1,467.0,3.3125000000000004,6
2023,11,28,-2.1,454.0,3.304166666666667,6
2023,11,29,-3.1,427.0,3.741666666666666,4
2023,11,30,-3.1,387.0,4.424999999999999,4
2023,12,1,-22.3,532.0,18.75,52
2023,12,2,-11.5,508.0,3.8583333333333325,13
2023,12,3,-2.4,540.0,6.104166666666665,10
2023,12,4,-5.4,579.0,5.508333333333333,9
2023,12,5,-2.1,647.0,4.241666666666667,14
2023,12,6,-2.3,625.0,2.4541666666666666,10
2023,12,7,-1.8,566.0,2.620833333333333,4
2023,12,8,-2.0,466.0,2.9499999999999997,4
2023,12,9,-2.6,392.0,3.4000000000000004,1
2023,12,10,-3.2,359.0,4.375000000000001,3
2023,12,11,-2.0,348.0,6.762499999999999,1
2023,12,12,-10.1,386.0,11.595833333333333,7
2023,12,13,-6.5,377.0,8.841666666666669,7
2023,12,14,-10.2,377.0,6.983333333333334,15
2023,12,15,-4.9,491.0,10.758333333333333,11
2023,12,16,-4.2,520.0,7.779166666666666,13
2023,12,17,-10.3,530.0,13.054166666666665,33
2023,12,18,-10.6,608.0,9.341666666666667,23
2023,12,19,-3.0,714.0,2.308333333333334,11
2023,12,20,-4.2,566.0,1.9708333333333332,10
2023,12,21,-3.2,416.0,1.7291666666666663,4
2023,12,22,-2.2,361.0,3.4083333333333337,2
2023,12,23,-6.4,357.0,5.922727272727273,5
2023,12,24,-4.8,426.0,4.358333333333333,9
2023,12,25,-1.4,414.0,4.666666666666667,3
2023,12,26,-2.4,496.0,2.766666666666667,5
2023,12,27,-2.3,468.0,2.7375000000000003,4
2023,12,28,-0.3,426.0,3.745833333333334,2
2023,12,29,-3.7,403.0,12.508333333333333,6
2023,12,30,-1.8,376.0,8.245833333333332,4
2023,12,31,-4.5,331.0,6.291666666666667,3
2024,1,1,-7.7,351.0,11.387500000000001,10
2024,1,2,-5.2,416.0,7.333333333333335,8
2024,1,3,-5.7,483.0,7.233333333333335,11
2024,1,4,-2.9,458.0,3.6458333333333335,5
2024,1,5,-3.0,418.0,2.983333333333334,4
2024,1,6,-2.4,377.0,2.75,2
2024,1,7,-2.0,331.0,5.400000000000001,1
2024,1,8,-3.9,348.0,8.304166666666667,3
2024,1,9,-2.3,379.0,6.712500000000001,5
2024,1,10,-4.8,420.0,5.125,6
2024,1,11,-2.5,470.0,1.9333333333333333,5
2024,1,12,-2.0,463.0,1.883333333333333,4
2024,1,13,-2.2,363.0,3.3333333333333335,2
2024,1,14,-5.7,345.0,5.966666666666666,6
2024,1,15,-4.0,357.0,10.491666666666669,5
2024,1,16,-4.6,353.0,9.025,5
2024,1,17,-2.4,365.0,7.379166666666666,3
2024,1,18,-4.8,373.0,6.449999999999999,6
2024,1,19,-4.9,416.0,3.6250000000000013,7
2024,1,20,-4.1,393.0,4.595833333333333,6
2024,1,21,-4.2,372.0,5.654166666666666,4
2024,1,22,-4.9,462.0,7.512499999999999,8
2024,1,23,-2.5,448.0,7.554166666666666,6
2024,1,24,-5.2,464.0,6.966666666666669,8
2024,1,25,-3.1,425.0,6.595833333333334,5
2024,1,26,-5.3,475.0,5.116666666666667,4
2024,1,27,-0.9,420.0,6.154166666666668,4
2024,1,28,-4.9,428.0,8.508333333333335,7
2024,1,29,-2.6,469.0,4.858333333333333,7
2024,1,30,-3.4,487.0,4.058333333333333,6
2024,1,31,-2.4,462.0,3.2708333333333335,6
2024,2,1,-3.0,438.0,5.620833333333333,5
2024,2,2,-2.8,360.0,4.666666666666668,2
2024,2,3,-2.7,327.0,6.966666666666665,2
2024,2,4,-5.1,401.0,9.862500000000002,6
2024,2,5,-2.8,440.0,7.050000000000001,6
2024,2,6,-2.1,543.0,3.2208333333333337,7
2024,2,7,-2.1,492.0,1.5291666666666666,3
2024,2,8,-3.2,509.0,1.8124999999999998,4
2024,2,9,-1.5,470.0,3.3250000000000006,5
2024,2,10,-3.2,418.0,7.420833333333333,4
2024,2,11,-7.4,732.0,3.1,14
2024,2,12,-1.5,545.0,1.7625,4
2024,2,13,-5.0,461.0,5.237500000000001,9
2024,2,14,-3.2,461.0,2.0454545454545463,5
2024,2,15,-2.3,466.0,3.814285714285714,3
2024,2,16,-1.4,413.0,4.429166666666666,3
2024,2,17,-4.6,381.0,4.820833333333334,4
2024,2,18,-4.4,343.0,4.2625,5
2024,2,19,-4.8,312.0,5.016666666666667,1
2024,2,20,-7.2,318.0,8.437500000000002,5
2024,2,21,-0.7,347.0,7.766666666666666,3
2024,2,22,-3.1,336.0,6.154166666666669,5
2024,2,23,-3.6,338.0,7.004166666666667,2
2024,2,24,-5.4,372.0,9.370833333333332,6
2024,2,25,-4.7,436.0,8.662500000000001,10
2024,2,26,-7.1,428.0,5.216666666666668,10
2024,2,27,-6.9,443.0,5.45,12
2024,2,28,-2.8,435.0,3.358333333333334,4
2024,2,29,-3.1,430.0,3.954166666666667,3
2024,3,1,-4.0,404.0,3.4374999999999996,7
2024,3,2,-3.6,344.0,4.9875,4
2024,3,3,-15.3,347.0,23.754166666666666,34
2024,3,4,-0.9,407.0,5.070833333333334,9
2024,3,5,-4.4,398.0,4.420833333333333,6
2024,3,6,-3.4,441.0,3.570833333333333,5
2024,3,7,-4.7,428.0,8.366666666666665,11
2024,3,8,-4.5,506.0,3.4166666666666665,9
2024,3,9,-4.8,482.0,3.9125,11
2024,3,10,-3.3,448.0,3.554166666666667,6
2024,3,11,-3.1,413.0,4.658333333333333,4
2024,3,12,-4.0,405.0,3.554166666666667,4
2024,3,13,-5.1,397.0,4.466666666666667,8
2024,3,14,-6.2,440.0,4.020833333333333,7
2024,3,15,-4.1,426.0,2.9,6
2024,3,16,0.2,422.0,2.8375,2
2024,3,17,-0.7,374.0,3.1541666666666672,0
2024,3,18,-7.1,349.0,8.0375,3
2024,3,19,-6.2,384.0,7.424999999999998,6
2024,3,20,-4.4,373.0,7.908333333333334,4
2024,3,21,-11.4,376.0,18.562500000000004,22
2024,3,22,-4.5,371.0,8.208333333333334,10
2024,3,23,-10.8,511.0,20.641666666666662,31
2024,3,24,-15.8,852.0,7.245833333333333,68
2024,3,25,0.1,802.0,5.158333333333334,25
2024,3,26,-2.4,645.0,2.1083333333333334,10
2024,3,27,-0.9,540.0,3.5888888888888895,6
2024,3,28,-0.9,479.0,7.333333333333333,7
2024,3,29,-2.1,403.0,9.299999999999997,4
2024,3,30,-0.3,406.0,9.429166666666665,3
2024,3,31,-2.8,548.0,3.5208333333333326,8
2024,4,1,-3.6,558.0,2.566666666666667,10
2024,4,2,-3.9,463.0,4.050000000000001,6
2024,4,3,-2.8,447.0,3.0416666666666665,6
2024,4,4,-5.4,490.0,7.866666666666666,10
2024,4,5,-3.9,464.0,6.854166666666667,10
2024,4,6,-5.0,448.0,4.520833333333333,9
2024,4,7,-3.5,416.0,3.620833333333333,6
2024,4,8,-4.0,396.0,7.445833333333334,7
2024,4,9,-6.9,442.0,5.433333333333333,9
2024,4,10,-2.8,446.0,4.816666666666666,7
2024,4,11,-2.3,445.0,4.083333333333333,5
2024,4,12,-1.7,428.0,3.8375,5
2024,4,13,-1.7,377.0,4.854166666666666,5
2024,4,14,-1.7,371.0,7.579166666666667,5
2024,4,15,-7.7,369.0,8.683333333333332,6
2024,4,16,-9.2,391.0,14.954166666666664,31
2024,4,17,-5.0,368.0,11.341666666666669,6
2024,4,18,-1.0,423.0,8.687499999999998,3
2024,4,19,-15.1,491.0,10.9625,45
2024,4,20,-4.2,489.0,2.891666666666667,10
2024,4,21,-5.5,464.0,3.2500000000000004,18
2024,4,22,-2.6,467.0,2.5624999999999996,7
2024,4,23,-4.8,401.0,2.816666666666667,6
2024,4,24,-0.6,383.0,3.7333333333333325,3
2024,4,25,-3.6,337.0,4.458333333333333,2
2024,4,26,-10.7,347.0,10.774999999999999,17
2024,4,27,-7.9,456.0,8.070833333333335,12
2024,4,28,-1.9,462.0,4.754166666666666,6
2024,4,29,-1.4,488.0,5.158333333333333,6
2024,4,30,-6.5,414.0,12.212499999999999,13
2024,5,1,-7.9,411.0,8.7625,7
2024,5,2,-18.9,443.0,15.69545454545454,42
2024,5,3,-5.3,411.0,3.571428571428572,8
2024,5,4,-3.2,395.0,5.908333333333332,5
2024,5,5,-10.3,373.0,21.866666666666664,10
2024,5,6,-7.3,534.0,8.870833333333335,16
2024,5,7,-1.1,538.0,2.779166666666667,6
2024,5,8,-0.7,522.0,2.7458333333333336,5
2024,5,9,-1.5,462.0,3.9869565217391307,5
2024,5,10,-35.0,740.0,14.712500000000004,105
2024,5,11,-35.3,896.0,15.112499999999999,271
2024,5,12,-4.9,1006.0,2.7416666666666667,53
2024,5,13,-6.2,810.0,5.729166666666667,27
2024,5,14,-0.2,579.0,1.395833333333333,6
2024,5,15,-2.9,531.0,1.6749999999999998,9
2024,5,16,-8.2,491.0,11.812499999999995,27
2024,5,17,-12.8,472.0,8.424999999999999,30
2024,5,18,-5.6,458.0,4.675000000000001,12
2024,5,19,-5.6,408.0,6.720833333333336,8
2024,5,20,-2.8,399.0,6.295833333333333,6
2024,5,21,-3.7,418.0,4.624999999999999,7
2024,5,22,-0.4,403.0,4.470833333333334,3
2024,5,23,-6.9,388.0,7.066666666666666,8
2024,5,24,-6.7,397.0,5.875,9
2024,5,25,-1.7,402.0,4.573913043478261,5
2024,5,26,-4.3,430.0,3.475,8
2024,5,27,-3.3,405.0,6.999999999999999,7
2024,5,28,-2.3,357.0,8.504166666666668,4
2024,5,29,-4.6,349.0,9.970833333333331,5
2024,5,30,-6.6,361.0,7.9958333333333345,7
2024,5,31,-7.0,370.0,10.1125,10
2024,6,1,-3.3,346.0,5.758333333333334,4
2024,6,2,-2.9,334.0,9.575,4
2024,6,3,-3.3,341.0,15.637500000000001,9
2024,6,4,-5.2,436.0,3.218750000000001,6
2024,6,5,-3.9,473.0,5.758333333333333,6
2024,6,6,-5.3,391.0,3.1708333333333325,5
2024,6,7,-9.4,482.0,6.788888888888888,29
2024,6,8,-5.0,523.0,4.888235294117647,14
2024,6,9,-3.0,476.0,3.5000000000000004,5
2024,6,10,-3.3,417.0,6.9941176470588236,9
2024,6,11,-4.1,426.0,6.253333333333333,10
2024,6,12,-3.6,360.0,7.304166666666667,4
2024,6,13,-2.3,348.0,5.758333333333334,2
2024,6,14,-5.1,355.0,5.805,5
2024,6,15,-11.1,455.0,8.33157894736842,17
2024,6,16,-7.0,458.0,6.191666666666666,14
2024,6,17,-4.9,506.0,7.216666666666668,11
2024,6,18,-3.7,595.0,3.8625000000000003,10
2024,6,19,-3.8,571.0,3.8333333333333335,10
2024,6,20,-2.1,497.0,3.1749999999999994,6
2024,6,21,-1.5,530.0,3.5476190476190483,3
2024,6,22,-0.8,329.0,9.75,3
2024,6,23,-8.1,357.0,10.170833333333329,10
2024,6,24,-1.2,332.0,7.329166666666666,3
2024,6,25,-5.9,333.0,8.983333333333333,6
2024,6,26,-7.9,365.0,11.083333333333334,8
2024,6,27,-7.0,351.0,17.162499999999998,8
2024,6,28,-20.2,488.0,36.595454545454544,60
2024,6,29,-5.5,460.0,4.557142857142857,13
2024,6,30,-4.9,520.0,3.06,11
2024,7,1,-2.1,468.0,1.9857142857142855,5
2024,7,2,-2.5,427.0,2.9375,4
2024,7,3,-2.4,387.0,4.383333333333333,4
2024,7,4,-6.7,369.0,14.104166666666664,9
2024,7,5,-2.8,366.0,11.820833333333338,7
2024,7,6,-2.0,359.0,4.175000000000001,2
2024,7,7,-4.6,379.0,7.066666666666667,6
2024,7,8,-6.7,425.0,8.470833333333333,10
2024,7,9,-2.5,388.0,6.279166666666666,6
2024,7,10,-3.9,404.0,6.041666666666665,4
2024,7,11,-2.3,375.0,4.6899999999999995,6
2024,7,12,-3.2,357.0,5.675,5
2024,7,13,-1.2,330.0,5.515,3
2024,7,14,-2.8,311.0,11.195833333333333,4
2024,7,15,-6.4,347.0,9.774999999999999,6
2024,7,16,-4.9,396.0,10.9125,8
2024,7,17,-4.7,396.0,5.675,5
2024,7,18,-2.8,371.0,5.8500000000000005,4
2024,7,19,-3.2,339.0,12.126315789473685,4
2024,7,20,-3.5,372.0,5.430769230769231,6
2024,7,21,-4.7,342.0,7.2043478260869565,4
2024,7,22,-7.4,308.0,10.880952380952383,8
2024,7,23,1.2,311.0,13.404166666666663,4
2024,7,24,0.5,352.0,12.758333333333331,5
2024,7,25,-6.3,408.0,9.3625,8
2024,7,26,-6.9,570.0,6.066666666666666,24
2024,7,27,-5.8,485.0,5.095454545454545,10
2024,7,28,-5.1,425.0,5.375,7
2024,7,29,-4.2,396.0,6.716666666666668,6
2024,7,30,-8.6,498.0,16.016666666666662,22
2024,7,31,-6.3,484.0,8.429166666666665,15
2024,8,1,-5.8,464.0,13.9,19
2024,8,2,-2.7,438.0,11.634782608695653,8
2024,8,3,-6.0,386.0,7.195833333333332,8
2024,8,4,-12.5,398.0,17.679166666666664,49
2024,8,5,-4.8,538.0,7.145833333333333,8
2024,8,6,-1.4,442.0,3.9333333333333336,5
2024,8,7,-3.1,405.0,4.578260869565218,6
2024,8,8,-3.1,400.0,4.7375,6
2024,8,9,-3.1,402.0,4.4125000000000005,5
2024,8,10,-2.7,430.0,4.945833333333334,6
2024,8,11,-10.6,523.0,21.275000000000002,28
2024,8,12,-21.0,519.0,19.766666666666666,127
2024,8,13,-5.6,452.0,7.854166666666667,14
2024,8,14,-5.4,412.0,5.862500000000002,10
2024,8,15,-2.5,390.0,7.262499999999999,4
2024,8,16,-5.6,363.0,7.800000000000001,7
2024,8,17,-8.0,470.0,20.84166666666667,30
2024,8,18,-0.6,459.0,14.708333333333329,11
2024,8,19,-5.3,408.0,3.725,9
2024,8,20,-5.1,358.0,4.825,8
2024,8,21,-5.9,335.0,5.950000000000002,8
2024,8,22,-6.1,374.0,12.275,9
2024,8,23,-6.6,376.0,8.3875,6
2024,8,24,-6.5,385.0,6.491666666666667,8
2024,8,25,-3.0,366.0,6.18,5
2024,8,26,-3.9,321.0,8.299999999999999,4
2024,8,27,-9.9,337.0,22.516666666666666,9
2024,8,28,-14.9,332.0,11.200000000000001,24
2024,8,29,2.4,307.0,12.720833333333333,4
2024,8,30,-10.5,379.0,8.916666666666666,24
2024,8,31,-8.9,405.0,10.674999999999999,25
2024,9,1,-5.3,414.0,7.1499999999999995,15
2024,9,2,-4.2,456.0,5.337499999999999,7
2024,9,3,-1.1,469.0,8.020833333333334,5
2024,9,4,2.0,435.0,15.962499999999999,13
2024,9,5,-0.7,393.0,7.741666666666667,4
2024,9,6,-3.8,389.0,6.795833333333333,6
2024,9,7,-2.0,394.0,6.395833333333333,6
2024,9,8,-3.7,357.0,6.833333333333333,6
2024,9,9,-5.2,436.0,5.129166666666667,8
2024,9,10,-0.9,434.0,4.208333333333334,6
2024,9,11,-3.6,385.0,10.116666666666665,9
2024,9,12,-22.2,574.0,15.229166666666671,71
2024,9,13,-8.3,531.0,2.0791666666666666,35
2024,9,14,-6.6,472.0,3.391666666666666,18
2024,9,15,-5.1,508.0,3.4791666666666665,17
2024,9,16,-7.5,478.0,6.5,19
2024,9,17,-12.6,557.0,7.862499999999998,71
2024,9,18,-5.6,506.0,3.0749999999999997,11
2024,9,19,-7.7,463.0,3.091666666666667,18
2024,9,20,-3.3,434.0,4.4958333333333345,5
2024,9,21,-2.0,436.0,7.141666666666667,5
2024,9,22,0.2,423.0,5.104166666666667,5
2024,9,23,-6.4,418.0,7.820833333333334,12
2024,9,24,-7.4,479.0,10.733333333333334,14
2024,9,25,-7.8,543.0,5.9125000000000005,29
2024,9,26,-3.9,482.0,4.3625,10
2024,9,27,-6.3,364.0,6.608333333333332,5
2024,9,28,-5.9,332.0,8.370833333333332,6
2024,9,29,-6.7,462.0,12.095833333333337,14
2024,9,30,-7.5,484.0,3.6333333333333333,9
2024,10,1,-3.6,432.0,3.433333333333333,5
2024,10,2,-3.9,414.0,5.4125000000000005,5
2024,10,3,-4.3,370.0,8.245833333333334,7
2024,10,4,-4.5,398.0,5.612500000000001,8
2024,10,5,-1.9,400.0,4.279166666666668,5
2024,10,6,-9.8,522.0,7.558333333333333,13
2024,10,7,-12.7,482.0,16.275,54
2024,10,8,-15.7,453.0,8.970833333333333,54
2024,10,9,-5.5,461.0,4.595833333333332,18
2024,10,10,-42.2,740.0,10.3375,97
2024,10,11,-39.4,753.0,4.670833333333333,116
2024,10,12,-4.3,689.0,2.1916666666666664,18
2024,10,13,-1.8,546.0,2.1166666666666667,4
2024,10,14,-4.3,429.0,4.7125,6
2024,10,15,-5.8,420.0,6.041666666666667,11
2024,10,16,-6.6,455.0,5.879166666666666,13
2024,10,17,-3.6,428.0,5.930434782608696,7
2024,10,18,-7.8,400.0,10.325000000000001,12
2024,10,19,-6.1,471.0,9.154166666666667,25
2024,10,20,-1.6,448.0,9.7,6
2024,10,21,-2.8,366.0,9.945833333333335,5
2024,10,22,-7.1,326.0,16.19166666666667,8
2024,10,23,-4.9,427.0,17.033333333333335,8
2024,10,24,-6.3,377.0,8.458333333333336,11
2024,10,25,-2.4,325.0,10.270833333333334,2
2024,10,26,-6.4,477.0,16.24166666666667,12
2024,10,27,-2.3,463.0,9.362499999999999,10
2024,10,28,-3.2,572.0,7.333333333333333,16
2024,10,29,-5.6,508.0,2.6999999999999997,11
2024,10,30,-4.5,551.0,1.9333333333333336,15
2024,10,31,-5.7,564.0,1.8166666666666667,8
2024,11,1,-3.5,516.0,2.433333333333333,6
2024,11,2,-10.0,486.0,3.9625,12
2024,11,3,-6.5,464.0,6.05,10
2024,11,4,-3.7,461.0,6.641666666666667,13
2024,11,5,-3.5,458.0,7.070833333333334,11
2024,11,6,-2.7,463.0,5.962500000000001,10
2024,11,7,-3.4,421.0,11.687499999999998,8
2024,11,8,-11.1,397.0,20.47083333333333,10
2024,11,9,-11.6,410.0,16.2375,31
2024,11,10,-7.4,442.0,10.916666666666664,25
2024,11,11,-3.7,422.0,6.529166666666666,9
2024,11,12,-3.8,390.0,6.295833333333332,4
2024,11,13,-5.6,340.0,8.970833333333333,6
2024,11,14,-10.7,398.0,5.0875,11
2024,11,15,-6.2,424.0,2.954166666666666,12
2024,11,16,-3.9,387.0,3.4375,6
2024,11,17,-6.2,374.0,6.425000000000001,6
2024,11,18,-3.2,408.0,5.8125,4
2024,11,19,-7.6,384.0,5.1499999999999995,7
2024,11,20,-6.5,404.0,9.937499999999998,7
2024,11,21,-3.7,406.0,12.516666666666666,7
2024,11,22,-6.4,419.0,7.145833333333333,10
2024,11,23,-4.0,407.0,7.229166666666667,7
2024,11,24,-6.5,427.0,6.541666666666665,7
2024,11,25,-4.9,441.0,6.345833333333335,10
2024,11,26,-3.8,395.0,5.454166666666666,6
2024,11,27,-2.3,355.0,6.166666666666667,4
2024,11,28,-0.7,354.0,6.691666666666666,3
2024,11,29,-5.5,428.0,12.320833333333333,7
2024,11,30,-7.7,414.0,7.108333333333333,10
2024,12,1,-5.2,445.0,8.799999999999999,6
2024,12,2,-7.7,435.0,4.512499999999999,5
2024,12,3,-5.3,465.0,7.162499999999999,11
2024,12,4,-3.0,494.0,3.3250000000000006,6
2024,12,5,-4.5,471.0,3.545833333333334,4
2024,12,6,-3.9,427.0,4.695833333333333,4
2024,12,7,-1.6,384.0,13.908333333333333,5
2024,12,8,-4.9,389.0,6.366666666666667,5
2024,12,9,-7.6,498.0,2.420833333333333,16
2024,12,10,-4.0,493.0,2.3791666666666664,6
2024,12,11,-4.3,397.0,3.4250000000000003,5
2024,12,12,-4.8,382.0,5.166666666666667,4
2024,12,13,-5.1,337.0,5.666666666666665,3
2024,12,14,-9.0,329.0,13.149999999999999,8
2024,12,15,-4.8,439.0,11.108333333333334,11
2024,12,16,-5.2,432.0,11.716666666666663,12
2024,12,17,-8.4,667.0,14.087500000000006,28
2024,12,18,-2.5,692.0,1.5791666666666666,14
2024,12,19,-5.6,559.0,2.8041666666666667,10
2024,12,20,-5.6,523.0,4.333333333333333,13
2024,12,21,-4.2,560.0,4.379166666666667,14
2024,12,22,-2.3,654.0,1.8416666666666666,12
2024,12,23,-3.6,594.0,2.0541666666666667,12
2024,12,24,-2.7,598.0,2.220833333333333,9
2024,12,25,-2.9,517.0,3.2958333333333343,5
2024,12,26,-0.6,432.0,4.666666666666667,1
2024,12,27,-2.5,351.0,10.9375,2
2024,12,28,-2.6,345.0,12.633333333333335,3
2024,12,29,-4.5,401.0,7.183333333333333,4
2024,12,30,-5.6,370.0,7.912499999999999,6
2024,12,31,-7.4,448.0,10.266666666666667,13
